Fri May 12 14:52:39 2023    debug_timer_rec

         447405400 function calls (431447914 primitive calls) in 908.807 seconds

   Ordered by: standard name

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
       69    0.000    0.000    0.000    0.000 {built-in method from_bytes}
       45    0.000    0.000    0.000    0.000 {built-in method from_iterable}
        2    0.000    0.000    0.000    0.000 {built-in method fromkeys}
       20    0.000    0.000    0.000    0.000 {built-in method height}
       23    0.003    0.000    0.003    0.000 {built-in method io.open_code}
       18    0.054    0.003    0.054    0.003 {built-in method io.open}
        2    0.000    0.000    0.000    0.000 {built-in method io.text_encoding}
       23    0.004    0.000    0.004    0.000 {built-in method marshal.loads}
       21    0.000    0.000    0.000    0.000 {built-in method math.ceil}
    32383    0.033    0.000    0.033    0.000 {built-in method math.cos}
  6334650    1.040    0.000    1.040    0.000 {built-in method math.factorial}
      320    0.000    0.000    0.000    0.000 {built-in method math.floor}
       25    0.000    0.000    0.000    0.000 {built-in method math.isnan}
      480    0.001    0.000    0.001    0.000 {built-in method math.log10}
        1    0.000    0.000    0.000    0.000 {built-in method math.log}
    32795    0.021    0.000    0.021    0.000 {built-in method math.radians}
    32383    0.022    0.000    0.022    0.000 {built-in method math.sin}
        1    0.000    0.000    0.000    0.000 {built-in method matplotlib._c_internal_utils.Win32_GetCurrentProcessExplicitAppUserModelID}
        1    0.000    0.000    0.000    0.000 {built-in method matplotlib._c_internal_utils.Win32_SetCurrentProcessExplicitAppUserModelID}
        3    0.000    0.000    0.000    0.000 {built-in method matplotlib._c_internal_utils.display_is_valid}
       20    0.041    0.002    0.043    0.002 {built-in method matplotlib._image.resample}
   125653    0.434    0.000    0.434    0.000 {built-in method matplotlib._path.affine_transform}
    60330    0.904    0.000    0.963    0.000 {built-in method matplotlib._path.cleanup_path}
    60315    0.567    0.000    0.634    0.000 {built-in method matplotlib._path.update_path_extents}
        1    0.000    0.000    0.000    0.000 {built-in method nt._add_dll_directory}
      464    0.095    0.000    0.095    0.000 {built-in method nt._getfinalpathname}
        3    0.000    0.000    0.000    0.000 {built-in method nt._getfullpathname}
      232    0.000    0.000    0.000    0.000 {built-in method nt._path_normpath}
       32    0.000    0.000    0.000    0.000 {built-in method nt._path_splitroot}
       10    0.001    0.000    0.001    0.000 {built-in method nt.cpu_count}
     2464    0.001    0.000    0.001    0.000 {built-in method nt.fspath}
      232    0.000    0.000    0.000    0.000 {built-in method nt.getcwd}
        1    0.000    0.000    0.000    0.000 {built-in method nt.getpid}
        3    0.001    0.000    0.001    0.000 {built-in method nt.listdir}
        1    0.000    0.000    0.000    0.000 {built-in method nt.putenv}
      266    0.045    0.000    0.046    0.000 {built-in method nt.stat}
  2051435    4.057    0.000    4.057    0.000 {built-in method numpy.arange}
  1909017    3.458    0.000    5.062    0.000 {built-in method numpy.array}
 10717880    7.696    0.000    7.696    0.000 {built-in method numpy.asanyarray}
  5851850    4.266    0.000    4.266    0.000 {built-in method numpy.asarray}
     6984    0.149    0.000    0.149    0.000 {built-in method numpy.core._multiarray_umath.c_einsum}
20311963/5944973  196.790    0.000  338.740    0.000 {built-in method numpy.core._multiarray_umath.implement_array_function}
      295    0.000    0.000    0.000    0.000 {built-in method numpy.core._multiarray_umath.normalize_axis_index}
  1088242    0.952    0.000    0.952    0.000 {built-in method numpy.empty}
   965280    3.792    0.000    3.792    0.000 {built-in method numpy.frompyfunc}
     5494    0.004    0.000    0.004    0.000 {built-in method numpy.geterrobj}
       90    0.000    0.000    0.000    0.000 {built-in method numpy.promote_types}
     2747    0.005    0.000    0.005    0.000 {built-in method numpy.seterrobj}
  2083246    1.946    0.000    1.946    0.000 {built-in method numpy.zeros}
       80    0.001    0.000    0.001    0.000 {built-in method palette}
       10    0.000    0.000    0.000    0.000 {built-in method raise_}
       10    0.001    0.000    0.001    0.000 {built-in method setAlignment}
       10    0.001    0.000    0.001    0.000 {built-in method setAllowedAreas}
       10    0.000    0.000    0.000    0.000 {built-in method setAttribute}
       10    0.000    0.000    0.000    0.000 {built-in method setCentralWidget}
       20    0.001    0.000    0.001    0.000 {built-in method setCheckable}
       30    0.001    0.000    0.001    0.000 {built-in method setCursor}
       80    0.001    0.000    0.001    0.000 {built-in method setDevicePixelRatio}
       60    0.001    0.000    0.001    0.000 {built-in method setEnabled}
       10    0.000    0.000    0.000    0.000 {built-in method setFocusPolicy}
       10    0.001    0.000    0.001    0.000 {built-in method setFocus}
       10    0.001    0.000    0.001    0.000 {built-in method setMouseTracking}
       10    0.003    0.000    0.003    0.000 {built-in method setPalette}
       10    0.000    0.000    0.000    0.000 {built-in method setSizePolicy}
       80    0.001    0.000    0.001    0.000 {built-in method setToolTip}
       10    0.001    0.000    0.001    0.000 {built-in method setVisible}
       10    0.000    0.000    0.000    0.000 {built-in method setWindowIcon}
       10    0.002    0.000    0.002    0.000 {built-in method setWindowTitle}
       10    0.000    0.000    0.000    0.000 {built-in method sizeHint}
       10    0.001    0.000    0.008    0.001 {built-in method sklearn.utils._openmp_helpers._openmp_effective_n_threads}
        2    0.000    0.000    0.000    0.000 {built-in method sys._getframe}
        1    0.000    0.000    0.000    0.000 {built-in method sys.audit}
       20    0.000    0.000    0.000    0.000 {built-in method sys.exc_info}
       42    0.000    0.000    0.000    0.000 {built-in method sys.getrecursionlimit}
     2457    0.011    0.000    0.011    0.000 {built-in method sys.intern}
       20    0.000    0.000    0.000    0.000 {built-in method time.time}
       20    0.000    0.000    0.000    0.000 {built-in method update}
       80    0.000    0.000    0.000    0.000 {built-in method value}
       10    0.000    0.000    0.000    0.000 {built-in method width}
      100    0.002    0.000    0.002    0.000 {built-in method zlib.crc32}
        5    0.000    0.000    0.000    0.000 {function BaseEstimator.__getstate__ at 0x000001FC56BC8220}
       20    0.001    0.000    0.001    0.000 {function FigureCanvasBase.resize at 0x000001FC46AAFEC0}
        5    0.001    0.000    0.001    0.000 {function MainWindow.closeEvent at 0x000001FC689379C0}
        1    0.000    0.000    0.000    0.000 {function Random.seed at 0x000001FC32F89940}
  1550343    0.725    0.000    0.725    0.000 {function RcParams.__getitem__ at 0x000001FC46642B60}
        7    0.001    0.000    0.001    0.000 {instance}
       15    0.000    0.000    0.000    0.000 {method '__array_prepare__' of 'numpy.ndarray' objects}
      172    0.000    0.000    0.000    0.000 {method '__contains__' of 'frozenset' objects}
      505    0.002    0.000    0.002    0.000 {method '__deepcopy__' of 'numpy.ndarray' objects}
       31    0.003    0.000    0.003    0.000 {method '__exit__' of '_io._IOBase' objects}
       20    0.000    0.000    0.000    0.000 {method '__exit__' of '_thread.RLock' objects}
       62    0.000    0.000    0.000    0.000 {method '__exit__' of '_thread.lock' objects}
       10    0.000    0.000    0.000    0.000 {method '__exit__' of 'numpy.nditer' objects}
        1    0.000    0.000    0.000    0.000 {method '__init_subclass__' of 'object' objects}
     5447    0.016    0.000    0.019    0.000 {method '__reduce_ex__' of 'object' objects}
        1    0.000    0.000    0.000    0.000 {method '__subclasses__' of 'type' objects}
        9    0.000    0.000    0.000    0.000 {method 'acquire' of '_thread.RLock' objects}
      379    0.000    0.000    0.000    0.000 {method 'add' of 'set' objects}
     3300    0.016    0.000    0.046    0.000 {method 'all' of 'numpy.generic' objects}
  1030296    1.209    0.000    7.886    0.000 {method 'all' of 'numpy.ndarray' objects}
       25    0.000    0.000    0.000    0.000 {method 'any' of 'numpy.generic' objects}
   181220    0.285    0.000    1.428    0.000 {method 'any' of 'numpy.ndarray' objects}
       10    0.000    0.000    0.000    0.000 {method 'append' of 'collections.deque' objects}
  6088438    1.410    0.000    1.410    0.000 {method 'append' of 'list' objects}
     1115    0.007    0.000    0.007    0.000 {method 'argmin' of 'numpy.ndarray' objects}
        5    0.013    0.003    0.013    0.003 {method 'argsort' of 'numpy.ndarray' objects}
       50    0.000    0.000    0.000    0.000 {method 'astype' of 'numpy.generic' objects}
   995968    0.871    0.000    0.871    0.000 {method 'astype' of 'numpy.ndarray' objects}
    30162    0.003    0.000    0.003    0.000 {method 'bit_length' of 'int' objects}
       10    0.000    0.000    0.000    0.000 {method 'cleanup' of 'ImagingEncoder' objects}
        3    0.000    0.000    0.000    0.000 {method 'clear' of 'collections.OrderedDict' objects}
       20    0.003    0.000    0.003    0.000 {method 'clear' of 'matplotlib.backends._backend_agg.RendererAgg' objects}
      717    0.006    0.000    0.006    0.000 {method 'clear' of 'matplotlib.ft2font.FT2Font' objects}
     1285    0.004    0.000    0.110    0.000 {method 'clip' of 'numpy.ndarray' objects}
       10    0.003    0.000    0.003    0.000 {method 'close' of '_io.BufferedRandom' objects}
       21    0.003    0.000    0.003    0.000 {method 'connect' of 'PyQt5.QtCore.pyqtBoundSignal' objects}
       10    0.005    0.000    0.005    0.000 {method 'copy' of 'ImagingCore' objects}
      128    0.000    0.000    0.000    0.000 {method 'copy' of 'dict' objects}
     3332    0.001    0.000    0.001    0.000 {method 'copy' of 'list' objects}
      185    0.000    0.000    0.000    0.000 {method 'copy' of 'numpy.generic' objects}
   858295    1.530    0.000    1.530    0.000 {method 'copy' of 'numpy.ndarray' objects}
    65262    0.060    0.000    0.060    0.000 {method 'count' of 'str' objects}
     1360    0.154    0.000    0.154    0.000 {method 'cumsum' of 'numpy.ndarray' objects}
        6    0.000    0.000    0.000    0.000 {method 'decode' of 'bytes' objects}
        1    0.000    0.000    0.000    0.000 {method 'disable' of '_lsprof.Profiler' objects}
       25    0.001    0.000    0.001    0.000 {method 'discard' of 'set' objects}
      412    0.011    0.000    0.011    0.000 {method 'draw_glyphs_to_bitmap' of 'matplotlib.ft2font.FT2Font' objects}
       10    0.003    0.000    0.004    0.000 {method 'draw_image' of 'matplotlib.backends._backend_agg.RendererAgg' objects}
    60612    5.158    0.000   11.156    0.000 {method 'draw_markers' of 'matplotlib.backends._backend_agg.RendererAgg' objects}
      160    0.019    0.000    0.021    0.000 {method 'draw_path' of 'matplotlib.backends._backend_agg.RendererAgg' objects}
       10    0.000    0.000    0.001    0.000 {method 'draw_path_collection' of 'matplotlib.backends._backend_agg.RendererAgg' objects}
       10    0.003    0.000    0.003    0.000 {method 'draw_quad_mesh' of 'matplotlib.backends._backend_agg.RendererAgg' objects}
      412    0.013    0.000    0.015    0.000 {method 'draw_text_image' of 'matplotlib.backends._backend_agg.RendererAgg' objects}
        5    0.000    0.000    0.000    0.000 {method 'emit' of 'PyQt5.QtCore.pyqtBoundSignal' objects}
       10    0.218    0.022    0.218    0.022 {method 'encode' of 'ImagingEncoder' objects}
      226    0.000    0.000    0.000    0.000 {method 'encode' of 'str' objects}
     1629    0.001    0.000    0.001    0.000 {method 'endswith' of 'str' objects}
       10    0.000    0.000    0.000    0.000 {method 'expandtabs' of 'str' objects}
      231    0.000    0.000    0.000    0.000 {method 'extend' of 'list' objects}
       23    0.000    0.000    0.000    0.000 {method 'find' of 'bytearray' objects}
   121150    0.149    0.000    0.149    0.000 {method 'flatten' of 'numpy.ndarray' objects}
       10    0.001    0.000    0.001    0.000 {method 'flush' of '_io.BufferedRandom' objects}
      421    0.003    0.000    0.003    0.000 {method 'format' of 'str' objects}
  3303807    0.877    0.000    0.877    0.000 {method 'get' of 'dict' objects}
      427    0.000    0.000    0.000    0.000 {method 'get' of 'mappingproxy' objects}
      412    0.000    0.000    0.000    0.000 {method 'get_bitmap_offset' of 'matplotlib.ft2font.FT2Font' objects}
      717    0.000    0.000    0.000    0.000 {method 'get_descent' of 'matplotlib.ft2font.FT2Font' objects}
      305    0.000    0.000    0.000    0.000 {method 'get_width_height' of 'matplotlib.ft2font.FT2Font' objects}
       15    0.000    0.000    0.000    0.000 {method 'getbuffer' of '_io.BytesIO' objects}
    42518    0.006    0.000    0.006    0.000 {method 'getrandbits' of '_random.Random' objects}
       36    0.000    0.000    0.000    0.000 {method 'index' of 'list' objects}
      448    0.000    0.000    0.000    0.000 {method 'insert' of 'list' objects}
        1    0.000    0.000    0.000    0.000 {method 'isatty' of '_io.TextIOWrapper' objects}
      177    0.000    0.000    0.000    0.000 {method 'isidentifier' of 'str' objects}
       10    0.000    0.000    0.000    0.000 {method 'islower' of 'bytes' objects}
      100    0.000    0.000    0.000    0.000 {method 'item' of 'numpy.generic' objects}
        5    0.000    0.000    0.000    0.000 {method 'item' of 'numpy.ndarray' objects}
  2760517    0.634    0.000    0.634    0.000 {method 'items' of 'dict' objects}
        4    0.000    0.000    0.000    0.000 {method 'items' of 'mappingproxy' objects}
       50    0.000    0.000    0.000    0.000 {method 'join' of 'bytes' objects}
